Name,Studio,Genres
Mononoke,Toei Animation,"Horror, Abstract, Episodic, Exorcists, Japanese Mythology, noitaminA, Supernatural, Youkai"
The Tatami Galaxy,MADHOUSE,"Comedy, Romance, Abstract, College, noitaminA, School Life, Slapstick, Based on a Novel"
GATE (2016),A-1 Pictures,"Action, Adventure, Fantasy, Dragons, Guns, Isekai, Medieval, Military, Person in a Strange World, Political, War, Based on a Light Novel, Mature Themes,, Physical Abuse,, Sexual Abuse,, Violence"
The Pet Girl of Sakurasou,J.C.Staff,"Comedy, Drama, Romance, Boarding House, Boarding School, Neighbors, Romantic Comedy, School Life, Based on a Light Novel"
Tenchi Muyo! War on Geminar,AIC Spirits,"Action, Ecchi, Fantasy, Harem, Mecha, Person in a Strange World, Royalty, School Life"
Terror in Resonance,MAPPA,"Action, Drama, Conspiracy, Criminals, Detectives, Human Experimentation, noitaminA, Psychological, Terrorism, Thriller, Original Work"
Durarara!! X2 The Third Arc,Shuka,"Action, Comedy, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Violence"
Nura: Rise of the Youkai Clan - Demon Capital,Studio DEEN,"Action, Shounen, Demons, Monsters, Supernatural, Youkai, Based on a Manga"
Full Metal Panic! The Second Raid,Kyoto Animation,"Action, Comedy, Mecha, Sci Fi, Shounen, Military, Real Robot, Tsundere, Based on a Light Novel, Explicit Violence,, Nudity"
Gintama: Dai Hanseikai,Sunrise,"Action, Comedy, Sci Fi, Shounen, Aliens, Feudal Japan, Samurai, Shorts, Based on a Manga"
Berserk,OLM,"Action, Fantasy, Seinen, Dark Fantasy, Demons, Medieval, Mercenaries, Overpowered Main Characters, Swordplay, Based on a Manga, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse"
Durarara!! X2,Shuka,"Action, Comedy, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Violence"
Detective Conan Movie 5: Countdown to Heaven,TMS Entertainment,"Drama, Mystery, Shounen, Age Transformation, Conspiracy, Detectives, Based on a Manga"
Noragami Aragoto OVA,Bones,"Comedy, Shounen, Ghosts, Gods, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga"
Stars Align,8-Bit,"Drama, Sports, Coming of Age, Dysfunctional Families, LGBT Themes, School Club, Tennis, Original Work, Bullying,, Emotional Abuse,, Mature Themes,, Physical Abuse,, Domestic Abuse"
Mobile Suit Gundam 00,Sunrise,"Action, Mecha, Sci Fi, Political, Real Robot, Rebellions, Terrorism, Original Work"
Link Click: Marrying by Contesting,Studio LAN,"Fantasy, Chinese Animation, Contemporary Fantasy, Time Travel, Urban Fantasy"
Lupin III: Part V,Telecom Animation Film,"Action, Comedy, Criminals, Thieves"
Detective Conan Movie 22: Zero The Enforcer,TMS Entertainment,"Drama, Mystery, Shounen, Age Transformation, Detectives, Based on a Manga"
Free! -Take Your Marks-,Kyoto Animation,"Sports, School Club, School Life, Swimming, Based on a Light Novel"
Magi: The Labyrinth of Magic,A-1 Pictures,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Middle Eastern, Political, Based on a Manga"
ReLIFE,Double Eagle,"Comedy, Drama, Romance, Seinen, Slice of Life, Age Transformation, NEET, Psychological, School Life, Based on a Webtoon"
Dorohedoro,MAPPA,"Action, Fantasy, Horror, Mystery, Seinen, Curse, Dark Fantasy, Demons, Magic, Psychological, Supernatural, Based on a Manga, Explicit Violence"
A Certain Scientific Railgun S,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga"
Ghost in the Shell: Stand Alone Complex - Individual Eleven,Production I.G,"Sci Fi, Cyberpunk, Cyborgs, Hacking, Noir, Based on a Manga"
Daily Lives of High School Boys,Sunrise,"Comedy, Shounen, Slice of Life, All-Boys School, Breaking the Fourth Wall, Episodic, Gag, School Life, Based on a Manga"
Asobi Asobase,Lerche,"Comedy, All-Girls School, Gag, School Life, Slapstick, Based on a Manga"
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,WHITE FOX,"Sci Fi, Psychological, Thriller, Time Travel, Based on a Visual Novel, Violence"
Patema Inverted,Studio Rikka,"Adventure, Sci Fi, Dystopia, Isolated Society, Outside World, Post-apocalyptic, Original Work"
Stand by Me Doraemon,Robot,"Comedy, Drama, Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga, CG Animation"
Sekai-ichi Hatsukoi: World's Greatest First Love OVA,Studio DEEN,"BL, Comedy, Romance, Shounen-ai, Romantic Comedy, School Life, Based on a Manga"
Magical Girl Lyrical Nanoha: The Movie 2nd A's,Seven Arcs,"Fantasy, Magical Girl, Seinen, Contemporary Fantasy, Disability, Henshin Heroes, Magic, Recap, Urban Fantasy, Original Work"
"The Garden of Sinners Movie 3: Ever Cry, Never Life. (Remaining Sense of Pain)",ufotable,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Drug Use,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse"
Gintama: Jump Festa 2015,BN Pictures,"Comedy, Sci Fi, Shounen, Aliens, Gag, Parody, Samurai, Shorts, Based on a Manga"
Black Lagoon: Roberta's Blood Trail,MADHOUSE,"Action, Seinen, Gangs, Guns, Mercenaries, Revenge, Based on a Manga, Mature Themes,, Nudity,, Physical Abuse,, Sexual Abuse,, Violence"
Bungo Stray Dogs,Bones,"Action, Comedy, Mystery, Seinen, Detectives, Gangs, Guns, Mafia, Orphans, Supernatural, Superpowers, Based on a Manga, Violence"
The World God Only Knows: Goddesses Arc,Manglobe,"Comedy, Fantasy, Romance, Shounen, Demons, Otaku Culture, School Life, Based on a Manga"
Legend of the Galactic Heroes: Die Neue These Second 1,Production I.G,"Drama, Sci Fi, Political, Space Opera, War"
KonoSuba – God’s blessing on this wonderful world! 2 OVA,Studio DEEN,"Comedy, Fantasy, Gag, Gods, Guilds, Isekai, Magic, NEET, Non-Human Protagonists, Parody, Person in a Strange World, RPG, Based on a Light Novel"
Bakuman.,J.C.Staff,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga"
Tian Bao Fuyao Lu 2nd Season,Sparkly Key Animation Studio,"BL, Fantasy, Romance, Shounen-ai, Chinese Animation, Based on a Web Novel, CG Animation"
Hozuki's Coolheadedness 2nd Season,Studio DEEN,"Comedy, Seinen, Afterlife, Coworkers, Dark Comedy, Demons, Episodic, Gag, Hell, Japanese Mythology, Non-Human Protagonists, Parody, Satire, Slapstick, Supernatural, Youkai, Based on a Manga"
xxxHOLiC Shunmuki,Production I.G,"Comedy, Seinen, Crossover, Japanese Mythology, Supernatural, Based on a Manga"
Berserk: Golden Age Arc II - The Battle for Doldrey,Studio 4°C,"Action, Fantasy, Seinen, Dark Fantasy, Demons, Medieval, Mercenaries, Overpowered Main Characters, Swordplay, Based on a Manga, Explicit Sex,, Explicit Violence"
Yona of the Dawn OVA,Pierrot,"Fantasy, Shoujo, Orphans, Royalty, Based on a Manga"
Darker than Black,Bones,"Action, Sci Fi, Noir, Secret Identity, Superpowers, Original Work, Violence"
Wan Sheng Jie,FENZ,"Comedy, Fantasy, Angels, Chinese Animation, Demons, Non-Human Protagonists, Short Episodes, Supernatural, Based on a 4-Koma Manga, Based on a Webtoon"
Initial D,Gallop,"Action, Drama, Seinen, Sports, Cars, Racing, Based on a Manga"
Tsukimonogatari,SHAFT,"Comedy, Ecchi, Mystery, Supernatural, Vampires, Based on a Light Novel"
Welcome to the NHK!,GONZO,"Comedy, Drama, Slice of Life, Dark Comedy, Loneliness, Mental Illness, NEET, Otaku Culture, Parody, Psychological, Satire, Based on a Light Novel, Mature Themes,, Nudity,, Suicide"
One-Punch Man 2,J.C.Staff,"Action, Comedy, Sci Fi, Seinen, Cyborgs, Monsters, Overpowered Main Characters, Parody, Prophecy, Satire, Superheroes, Superpowers, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse"
JoJo's Bizarre Adventure (2012),David Production,"Action, Shounen, Hand to Hand Combat, Supernatural, Based on a Manga, Animal Abuse,, Explicit Violence,, Mature Themes"
Code Geass: Lelouch of the Rebellion III - Glorification,Sunrise,"Mecha, Sci Fi, Real Robot, Secret Identity, Original Work"
Fullmetal Alchemist: Brotherhood Specials,Bones,"Action, Comedy, Drama, Fantasy, Shounen, Siblings, Based on a Manga"
Detective Conan Movie 3: The Last Magician of the Century,TMS Entertainment,"Mystery, Shounen, Age Transformation, Detectives, Police, Thieves, Based on a Manga"
Free! Road to the World - Yume,Animation Do,"Sports, Recap, School Club, Swimming, Based on a Light Novel"
Non Non Biyori Repeat,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Lifestyle Change, School Life, Transfer Students, Based on a Manga"
Jormungand: Perfect Order,WHITE FOX,"Action, Seinen, Gangs, Guns, Mercenaries, Military, Based on a Manga, Nudity,, Violence"
Durarara!! X2 The Second Arc,Shuka,"Action, Comedy, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Drug Use,, Mature Themes,, Violence"
Slam Dunk,Toei Animation,"Action, Comedy, Drama, Shounen, Sports, Basketball, Delinquents, School Club, School Life, Tournaments, Weak to Strong, Based on a Manga, Bullying,, Mature Themes,, Physical Abuse"
Aria the Origination,Hal Film Maker,"Sci Fi, Shounen, Slice of Life, Apprenticeship, Iyashikei, Ocean, Work Life, Based on a Manga"
Chihayafuru,MADHOUSE,"Drama, Josei, Romance, Sports, Childhood Promise, Love Triangle, School Club, School Life, Tournaments, Based on a Manga"
Sound! Euphonium 2,Kyoto Animation,"Drama, Music, School Club, School Life, Based on a Novel"
Sekai-ichi Hatsukoi: Valentine-hen,Studio DEEN,"BL, Comedy, Shounen-ai, Adult Couples, Romantic Comedy, Shorts, Valentine's Day, Yaoi Hand Syndrome, Based on a Manga"
Drifters,Hoods Entertainment,"Action, Fantasy, Seinen, Dark Fantasy, Historical, Isekai, Person in a Strange World, Rebellions, Samurai, Based on a Manga, Explicit Violence"
Magi: Adventure of Sinbad OVA,Lay-duce,"Action, Adventure, Comedy, Fantasy, Shounen, Dungeon, Genies, Magic, Middle Eastern, Orphans, Overpowered Main Characters, Based on a Manga"
Promare,TRIGGER,"Action, Sci Fi, Elemental Powers, Firefighters, Supernatural, Superpowers, Original Work"
Castlevania,Mua Film,"Action, Adventure, Drama, Horror, 15th Century, Demons, Elemental Powers, Europe, Historical, Magic, Medieval, Religion, Revenge, Supernatural, Vampires, Based on a Video Game, Explicit Violence"
Rurouni Kenshin: Seisouhen,Studio DEEN,"Drama, Romance, 19th Century, Adult Couples, Mature Romance, Melancholy, Samurai, Swordplay, Based on a Manga"
Swallowed Star 2nd Season,Sparkly Key Animation Studio,"Action, Fantasy, Sci Fi, Chinese Animation, Based on a Web Novel, CG Animation"
Sekai-ichi Hatsukoi: World's Greatest First Love,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Adult Couples, Boss-Employee Relationship, Coworkers, Editors, LGBT Themes, Manga Industry, Mature Romance, Neighbors, Otaku Culture, Romantic Comedy, Work Life, Yaoi Hand Syndrome, Based on a Manga, Sexual Content"
Bakemonogatari,SHAFT,"Action, Comedy, Drama, Ecchi, Mystery, Romance, Panty Shots, Supernatural, Tsundere, Based on a Light Novel, Explicit Violence,, Nudity"
Kuroko's Basketball: Tip Off,Production I.G,"Shounen, Sports, Basketball, School Club, Based on a Manga"
Food Wars! Toutsuki Juukketsu,J.C.Staff,"Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, Based on a Manga"
The Tale of the Princess Kaguya,Studio Ghibli,"Fantasy, Coming of Age, Feudal Japan, Historical, Japanese Mythology, Royalty"
GATE,A-1 Pictures,"Action, Adventure, Fantasy, Dragons, Guns, Isekai, Medieval, Military, Person in a Strange World, Political, Reverse Isekai, War, Based on a Light Novel, Violence"
KonoSuba – God's blessing on this wonderful world!,Studio DEEN,"Adventure, Comedy, Ecchi, Fantasy, Demons, Gag, Gods, Guilds, Isekai, NEET, Non-Human Protagonists, Parody, Person in a Strange World, RPG, Based on a Light Novel"
Snow White with the Red Hair OVA,Bones,"Drama, Fantasy, Romance, Shoujo, Slice of Life, Adult Couples, Mature Romance, Medieval, Royalty, Social Gap, Based on a Manga"
Carole & Tuesday,Bones,"Drama, Sci Fi, Music, Original Work"
K-On!!,Kyoto Animation,"Comedy, Seinen, Slice of Life, All-Girls School, Iyashikei, Music, School Club, School Life, Based on a 4-Koma Manga, Based on a Manga"
One Piece: Strong World - Episode 0,Toei Animation,"Action, Adventure, Shounen, Pirates, Superpowers, Based on a Manga"
Yi Nian Yongheng,B.C MAY PICTURES,"Adventure, Comedy, Fantasy, Chinese Animation, Based on a Web Novel"
Hinamatsuri,feel.,"Comedy, Sci Fi, Seinen, Slice of Life, Childcare, Gangs, Iyashikei, Lifestyle Change, Person in a Strange World, Psychic Powers, Reverse Isekai, Superpowers, Yakuza, Based on a Manga"
School Rumble: 2nd Semester,Studio Comet,"Comedy, Romance, Shounen, Delinquents, Gag, Love Triangle, Romantic Comedy, School Life, Unrequited Love, Based on a Manga"
Sword Art Online: Progressive Movie 1 - Aria of a Starless Night,A-1 Pictures,"Action, Adventure, Drama, Fantasy, Sci Fi, High Stakes Games, MMORPG, Monsters, Overpowered Main Characters, PVE, PVP, RPG, Swordplay, Trapped in a Video Game, Virtual Reality, Based on a Light Novel"
A Certain Scientific Railgun T,J.C.Staff,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga"
Evangelion: 1.0 You Are (Not) Alone,Khara,"Action, Drama, Mecha, Sci Fi, Post-apocalyptic, Super Robot, Original Work"
Detective Conan Movie 19: The Hellfire Sunflowers,TMS Entertainment,"Action, Drama, Mystery, Shounen, Age Transformation, Detectives, Police, Thieves, Based on a Manga"
My Love Story!!,MADHOUSE,"Comedy, Drama, Romance, Shoujo, Based on a Manga"
InuYasha: Kuroi Tessaiga,Sunrise,"Action, Fantasy, Shounen, Animal Characteristics, Feudal Japan, Non-Human Protagonists, Person in a Strange World, Based on a Manga"
Is It Wrong to Try to Pick Up Girls in a Dungeon?,J.C.Staff,"Action, Comedy, Fantasy, Harem, Romance, Dungeon, God-Human Relationship, Gods, Guilds, Interspecies Relationship, RPG, Swordplay, Weak to Strong, Based on a Light Novel"
Dou Po Cangqiong 2nd Season,Motion Magic,"Action, Fantasy, Chinese Animation, Xianxia, Based on a Web Novel, CG Animation"
Working!!! Lord of the Takanashi,A-1 Pictures,"Comedy, Romance, Seinen, Slice of Life, Androphobia, Coworkers, Restaurants, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Classroom of the Elite,Lerche,"Drama, Ecchi, Boarding School, Psychological, School Life, Based on a Light Novel"
Puella Magi Madoka Magica the Movie Part 1: Beginnings,SHAFT,"Fantasy, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Melancholy, Psychological, Recap, School Life, Thriller, Urban Fantasy"
IDOLiSH7: Second BEAT!,TROYCA,"Drama, Idols, Music, Showbiz, Based on a Mobile Game"
Ghost in the Shell,Production I.G,"Action, Sci Fi, Cyberpunk, Cyborgs, Hacking, Noir, Police, Based on a Manga, Nudity,, Violence"
Ace of the Diamond,MADHOUSE,"Shounen, Sports, Baseball, Tournaments, Based on a Manga"
Kino's Journey,A.C.G.T,"Adventure, Drama, Fantasy, Sci Fi, Episodic, Melancholy, Motorcycles, Based on a Light Novel, Violence"
Mobile Suit Gundam: Iron-Blooded Orphans,Sunrise,"Drama, Mecha, Sci Fi, Outer Space, Real Robot, Original Work"
"Welcome to Demon School, Iruma-kun",BN Pictures,"Comedy, Shounen, Demons, Monster School, Person in a Strange World, School Life, Supernatural, Based on a Manga"
March Comes in like a Lion,SHAFT,"Drama, Seinen, Slice of Life, Board Games, Coming of Age, Lifestyle Change, Loneliness, Melancholy, Mental Illness, Orphans, Psychological, Based on a Manga"
Little Busters! Refrain,J.C.Staff,"Drama, Romance, School Life, Supernatural, Based on an Eroge, Based on a Visual Novel"
The World God Only Knows II,Manglobe,"Comedy, Fantasy, Romance, Shounen, Demons, Otaku Culture, School Life, Based on a Manga"
Code Geass: Lelouch of the Rebellion I - Initiation,Sunrise,"Mecha, Sci Fi, Conspiracy, Mind Games, Political, Psychological, Real Robot, Secret Identity, Superpowers, Terrorism, Original Work, Nudity,, Violence"
The Prince of Tennis: The National Tournament - Semifinal,M.S.C.,"Comedy, Shounen, Sports, Tennis, Based on a Manga"
Bungo Stray Dogs: Walking Alone,Bones,"Action, Seinen, Detectives, Supernatural, Superpowers, Terrorism, Based on a Manga"
Natsume's Book of Friends Movie 2,Shuka,"Drama, Fantasy, Shoujo, Cats, Countryside, Iyashikei, Japanese Mythology, Orphans, Supernatural, Youkai, Based on a Manga"
History's Strongest Disciple Kenichi OVA,Brain's Base,"Action, Shounen, Hand to Hand Combat, Martial Arts, Weak to Strong, Based on a Manga"
Osomatsu-san The Movie,Pierrot,"Comedy, Slice of Life, NEET, Siblings, Based on a Manga"
Moribito: Guardian of the Spirit,Production I.G,"Action, Drama, Fantasy, Mystery, Bodyguards, Environmental, Political, Royalty, Based on a Novel"
Kaiji - Against All Rules,MADHOUSE,"Seinen, Debt, Gambling, High Stakes Games, Prison, Psychological, Thriller, Based on a Manga, Mature Themes"
My Roommate is a Cat,Zero-G,"Comedy, Slice of Life, Animal Protagonists, Cats, Iyashikei, Non-Human Protagonists, Pets, Writers, Based on a Manga"
Space Dandy 2,Bones,"Adventure, Comedy, Sci Fi, Aliens, Bounty Hunters, Breaking the Fourth Wall, Episodic, Outer Space, Parody, Robots, Original Work"
Somali and the Forest Spirit,SATELIGHT,"Adventure, Fantasy, Seinen, Slice of Life, Childcare, Forest, Lifestyle Change, Monsters, Non-Human Protagonists, Orphans, Single Parent, Based on a Manga, Violence"
The House of Small Cubes,Oh production,"Drama, Fantasy, Aging, Loneliness, Melancholy, No Dialogue, Ocean, Shorts, Original Work"
Tsukimichi: Moonlit Fantasy,C2C,"Action, Adventure, Comedy, Fantasy, Shounen, Isekai, Kingdom Building, Magic, Modern Knowledge, Monsters, Overpowered Main Characters, Person in a Strange World, RPG, Summoned Into Another World, Based on a Light Novel, Violence"
Hajime no Ippo: The Fighting! Special,MADHOUSE,"Action, Drama, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga"
Tokyo Magnitude 8.0,Bones,"Drama, Earthquake, Melancholy, Natural Disaster, noitaminA, Siblings, Survival, Original Work"
Detective Conan Movie 10: The Private Eyes' Requiem,TMS Entertainment,"Mystery, Shounen, Age Transformation, Detectives, Police, Thieves, Thriller, Based on a Manga"
